,Unnamed: 0,ID,price,local,areas,bedrooms,parking-spaces,bathrooms,cep
1386,1386,2629066439,770103.0,"Rua Luiz Edir Queiroz Marinho, Bessa",90.0,3.0,2.0,,
1387,1387,2629141285,306000.0,"Rua Presidente Kenedy, Tambauzinho",49.0,2.0,1.0,,
1388,1388,2608036876,244900.0,"Rua Bancário Sérgio Guerra, Anatólia",,2.0,1.0,2.0,58052-170
1389,1389,2588407528,780000.0,"Rua Severino Venâncio de Souza, Gramame",188.0,4.0,,,58075-690
1390,1390,2628466320,289550.0,"Rua Presidente Kenedy, Tambauzinho",59.0,2.0,1.0,,
1391,1391,2567174612,280000.0,"Centro, João Pessoa",60.0,,2.0,2.0,
1392,1392,2617219351,260000.0,"Rua Tabelião Erinaldo Nunes Oliveira, Jardim Cidade Universitária",80.0,3.0,1.0,,58052-750
1393,1393,2629195376,529700.0,"Rua Doutor Eliseu Lira, Miramar",115.0,3.0,,,
1394,1394,2579129402,200000.0,"Rua Adelaide Novais, Cristo Redentor",81.0,3.0,1.0,,
1395,1395,2567176103,275000.0,"Jardim Cidade Universitária, João Pessoa",55.0,2.0,1.0,,
1396,1396,2608020773,320000.0,"Rua Abdias Gomes de Almeida, Tambauzinho",58.0,2.0,1.0,,
1397,1397,2622539019,235000.0,"Rua Severino Ennes de Atayde, Altiplano Cabo Branco",60.0,2.0,1.0,,
1398,1398,2558200556,550000.0,"Rua Edvaldo Bezerra Cavalcanti Pinho, Cabo Branco",120.0,4.0,,,58046-095
1399,1399,2598908794,165000.0,"Rua Iramir Farias Dalla Barba, Cuiá",57.0,2.0,1.0,,
1400,1400,2636447465,350000.0,"Rua Terezinha de Medeiros Dantas Souza, Aeroclube",53.0,2.0,1.0,,58036-605
1401,1401,2581951795,185000.0,"Rua Cândida Ferreira Nobre, Cidade dos Colibris",71.0,3.0,1.0,,58053-012
1402,1402,2627422382,170000.0,"Rua Luiz Oliveira da Silva, Jardim 13 de Maio",77.0,3.0,1.0,,
1403,1403,2630339267,162650.0,"Avenida Coronel Calixto, Mangabeira",43.0,2.0,1.0,,58056-040
1404,1404,2580496527,650000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",55.0,2.0,1.0,,
1405,1405,2633021497,953000.0,"João Agripino, João Pessoa",133.0,3.0,,,
1406,1406,2625948071,630000.0,"Jardim Oceania, João Pessoa",62.0,2.0,1.0,,
1407,1407,2638381372,300000.0,"Rua Vicente Ielpo, Bessa",66.0,2.0,1.0,,58035-170
1408,1408,2630084655,305000.0,"Rua Francisco Feitosa Palitot, Aeroclube",50.0,2.0,1.0,,
1409,1409,2572724379,384560.0,"Bessa, João Pessoa",51.0,2.0,1.0,,
1410,1410,2587262345,550000.0,"Rua André Dias, Aeroclube",90.0,3.0,1.0,,58036-440
1411,1411,2625492613,464000.0,"Rua Silvio Almeida, Expedicionários",68.0,,,,58041-020
1412,1412,2624635912,381779.0,"Rua Edgar Sales de Miranda Henrique, Aeroclube",49.0,2.0,1.0,,
1413,1413,2578700374,985000.0,"Avenida Cabo Branco, Cabo Branco",173.0,3.0,,,58045-000
1414,1414,2594550779,530000.0,"Rua Alberto Leal, Brisamar",60.0,2.0,1.0,,58042-006
1415,1415,2638048110,310000.0,"Rua Empresário João Rodrigues Alves, Bancários",70.0,3.0,1.0,,58051-085
1416,1416,2596073620,770000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",92.0,2.0,1.0,,58037-050
1417,1417,2625859541,430000.0,"Bessa, João Pessoa",65.0,2.0,1.0,,
1418,1418,2545987785,460000.0,"Rua Sebastião Interaminense, Jardim Oceania",125.0,3.0,,,58037-700
1419,1419,2533815839,240000.0,"Rua Coronel Artur Américo Cantalice, Bancários",73.0,3.0,1.0,,58051-120
1420,1420,2623679255,230000.0,"Rua Maria das Neves Cardoso de Souza, Bessa",54.0,2.0,1.0,,58035-170
1421,1421,2624643117,630000.0,"Rua Vicente Ielpo, Bessa",77.0,3.0,2.0,,58035-170
1422,1422,2637597924,669900.0,"Rua José Patrício de Almeida, Jardim Oceania",80.0,3.0,2.0,,58037-700
1423,1423,2599890373,320000.0,"Avenida Franca Filho, Manaíra",80.0,1.0,2.0,,58038-130
1424,1424,2562588575,980000.0,"Rua Monsenhor Walfredo Leal, Tambiá",905.0,,,,58020-500
1425,1425,2638283380,223500.0,"Tambiá, João Pessoa",68.0,3.0,1.0,,58020-500
1426,1426,2564367655,251250.0,"Avenida Alberto de Brito, Jaguaribe",61.0,2.0,,1.0,
1427,1427,2624158820,270000.0,"Altiplano Cabo Branco, João Pessoa",58.0,2.0,1.0,,
1428,1428,2619994024,330000.0,"Avenida Minas Gerais, Estados",98.0,3.0,1.0,,69305-420
1429,1429,2558551593,550000.0,"Rua Anastácio Camilo de Oliveira, Jardim Oceania",87.0,3.0,2.0,,58037-328
1430,1430,2574122920,155000.0,"João Paulo II, João Pessoa",57.0,2.0,1.0,,
1431,1431,2621594718,800000.0,"Estados, João Pessoa",100.0,3.0,,,
1432,1432,2610918777,300000.0,"Rua Doutor Manoel Pequeno da Nóbrega, Altiplano Cabo Branco",65.0,3.0,1.0,,
1433,1433,2619695826,450000.0,"Avenida Marechal Hermes da Fonseca, Bessa",60.0,2.0,1.0,,58036-002
1434,1434,2625839674,60000.0,"Avenida Parque, Distrito Industrial",6000.0,,5.0,,58082-020
1435,1435,2567176883,169900.0,"Cidade dos Colibris, João Pessoa",56.0,2.0,1.0,,58073-314
1436,1436,2633977187,826000.0,"Tambauzinho, João Pessoa",126.0,3.0,,,
1437,1437,2616981382,600000.0,"Rua Doutor Arnaldo Escorel, Tambauzinho",149.0,3.0,,,58042-010
1438,1438,2610053807,298000.0,"Rua Enfermeira Ana Maria Barbosa de Almeida, Jardim Cidade Universitária",73.0,3.0,1.0,,58052-330
1439,1439,2631828272,169900.0,"Rua José do Carmo Lima, Cidade dos Colibris",55.0,2.0,1.0,,
1440,1440,2629057135,235000.0,"Avenida Marechal Hermes da Fonseca, Bessa",62.0,2.0,1.0,,58036-002
1441,1441,85026173,500000.0,"Rua José Clementino de Oliveira, Tambauzinho",127.0,3.0,,,58042-060
1442,1442,2596427314,369000.0,"Bessa, João Pessoa",74.0,2.0,1.0,,
1443,1443,2638284974,252000.0,"Portal do Sol, João Pessoa",54.0,2.0,1.0,,
1444,1444,2567176105,180000.0,"Ernesto Geisel, João Pessoa",82.0,3.0,1.0,,58075-410
1445,1445,2600620371,273630.0,"Rua Francisco Moura, Treze de Maio",65.0,3.0,1.0,,58026-040
1446,1446,2628153813,388000.0,"Avenida Espírito Santo, Estados",128.0,3.0,,,58030-330
1447,1447,2564366891,264420.0,"Rua Professora Nair Paiva dos Santos, Altiplano Cabo Branco",54.0,2.0,,2.0,
1448,1448,2632520108,340000.0,"Rua Presidente Roosevelt, Expedicionários",82.0,3.0,1.0,,
1449,1449,2637601768,399000.0,"Manaíra, João Pessoa",75.0,3.0,1.0,,
1450,1450,2626437715,240000.0,"Avenida Capitão João Freire, Tambauzinho",54.0,2.0,1.0,,
1451,1451,2554005507,320000.0,"Rua Abelardo da Silva Guimarães Barreto, Altiplano Cabo Branco",30.0,,1.0,1.0,58046-095
1452,1452,2623106777,258000.0,"Rua Monsenhor Eusébio Oliveira, Gramame",64.0,3.0,1.0,,
1453,1453,2625887659,350000.0,"Avenida Cajazeiras, Manaíra",90.0,3.0,2.0,,58038-250
1454,1454,2632509180,550000.0,"Rua Flávio de Melo Uchoa, Aeroclube",75.0,3.0,1.0,,58036-853
1455,1455,85026136,159000.0,"Rua Deputado Otávio Mariz Maia, Castelo Branco",36.0,1.0,,1.0,58051-120
1456,1456,2634873056,234900.0,"Expedicionários, João Pessoa",50.0,2.0,1.0,,
1457,1457,2631245954,170000.0,"Rua Professora Maria Ester Bezerra Mesquita, Ipês",60.0,2.0,1.0,,
1458,1458,2616572022,600000.0,"Rua Osvaldo Tavares de Melo, Manaíra",95.0,3.0,2.0,,58038-130
1459,1459,2637450109,155000.0,"Rua Amâncio João dos Santos, Paratibe",61.0,2.0,1.0,,58062-305
1460,1460,2613188001,299000.0,"Bessa, João Pessoa",46.0,2.0,1.0,,
1461,1461,2576739291,165000.0,"Vila Beri, Varjão",49.0,2.0,1.0,,
1462,1462,2608506342,1350000.0,"Miramar, João Pessoa",201.0,3.0,,,
1463,1463,2637081007,295000.0,"Estados, João Pessoa",58.0,2.0,1.0,,
1464,1464,2538217132,449300.0,"Rua Sebastião Queiroz de Carvalho, Altiplano Cabo Branco",450.0,,,,
1465,1465,2567175548,115000.0,"Tambiá, João Pessoa",28.0,,1.0,1.0,58020-500
1466,1466,2580420726,250000.0,"Geisel, João Pessoa",100.0,4.0,,,58075-410
1467,1467,2567174704,350000.0,"Jardim 13 de Maio, João Pessoa",73.0,3.0,1.0,,07500-000
1468,1468,2630701210,620000.0,"Jardim Oceania, João Pessoa",94.0,3.0,2.0,,
1469,1469,2555929550,1400000.0,"Avenida Governador Argemiro de Figueiredo, Bessa",140.0,2.0,,,58035-070
1470,1470,2579261316,800000.0,"Rua Severino Venâncio de Souza, Gramame",188.0,4.0,,,58075-690
1471,1471,2577486943,1650000.0,"Rua Ana Guedes Vasconcelos, Altiplano Cabo Branco",175.0,3.0,,,58046-095
1472,1472,2637766473,750000.0,"Tambauzinho, João Pessoa",300.0,3.0,,,
1473,1473,2611251737,258000.0,"Rua Osiris de Belli, Cabo Branco",20.0,1.0,,1.0,58046-095
1474,1474,2579968311,180000.0,"Jaguaribe, João Pessoa",53.0,2.0,1.0,,
1475,1475,2605994581,260000.0,"Rua José Bartolomeu Cabral, Bessa",54.0,2.0,1.0,,58035-200
1476,1476,2549237035,168000.0,"Rua Paulo Afonso, Jaguaribe",55.0,2.0,1.0,,58015-435
1477,1477,2629562656,244000.0,"Rua Presidente Ranieri Mazilli, Cristo Redentor",65.0,2.0,2.0,,58071-000
1478,1478,2594585555,790000.0,"Rua Eutiquiano Barreto, Manaíra",258.0,3.0,,,58038-381
1479,1479,2567176169,149500.0,"Jardim Cidade Universitária, João Pessoa",60.0,2.0,1.0,,
1480,1480,2610793780,400000.0,"Manaíra, João Pessoa",84.0,3.0,1.0,,
1481,1481,2624157131,550000.0,"Jardim Oceania, João Pessoa",95.0,2.0,2.0,,
1482,1482,2604754136,200000.0,"Avenida Juarez Távora, Torre",80.0,3.0,1.0,,58040-720
1483,1483,2611526235,690000.0,"Rua Silvino Chaves, Manaíra",158.0,4.0,,,58038-381
1484,1484,2572452453,298000.0,"Jardim Cidade Universitária, João Pessoa",76.0,3.0,1.0,,
1485,1485,2592115578,520000.0,"Rua Coronel Miguel Satyro, Cabo Branco",60.0,2.0,1.0,,
1486,1486,2637404617,572787.0,"Rua Artur Monteiro Paiva, Bessa",60.0,3.0,1.0,,
1487,1487,2551727938,230000.0,"Rua Oceane Nascimento da Silva, Gramame",140.0,3.0,,,58075-690
1488,1488,2557054332,491535.0,"Rua Vicente Ielpo, Bessa",60.0,2.0,1.0,,58035-170
1489,1489,2631901283,171930.0,"Rua São Miguel Arcanjo, João Paulo II",54.0,2.0,1.0,,58075-690
1490,1490,2635539415,890000.0,"Rua José Brasilino Leite, João Agripino",148.0,4.0,,,58038-381
1491,1491,2629935027,170000.0,"José Américo de Almeida, João Pessoa",54.0,2.0,1.0,,58071-000
1492,1492,2562587899,250000.0,"Avenida Senador Ruy Carneiro, Brisamar",40.0,,1.0,1.0,58032-090
1493,1493,2567584869,210000.0,"Avenida Presidente Afonso Pena, Bessa",18.0,1.0,,1.0,58035-200
1494,1494,2555930514,534000.0,"Rua Huerta Ferreira de Melo, Jardim Oceania",61.0,2.0,1.0,,58037-050
1495,1495,2573377683,310000.0,"Jardim Oceania, João Pessoa",51.0,2.0,1.0,,
1496,1496,2578113194,320000.0,"Rua Ambrosina Soares dos Santos, Bessa",76.0,3.0,1.0,,58035-200
1497,1497,2558551416,879000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",66.0,3.0,1.0,,58037-050
1498,1498,2619687848,599000.0,"Avenida Cabo Branco, Cabo Branco",42.0,1.0,,1.0,58045-000
1499,1499,2622878350,985000.0,"Avenida Cabo Branco, Cabo Branco",173.0,4.0,,,58045-000
1500,1500,2629026585,890000.0,"Avenida Antônio Lira, Cabo Branco",114.0,3.0,,,58045-000
1501,1501,2610612733,850000.0,"Rua Francisco Claudino Pereira, Manaíra",168.0,3.0,,,58038-431
1502,1502,2624000679,720000.0,"Rua Carmem Romero, Jardim Oceania",127.0,3.0,,,58037-328
1503,1503,2637302286,259900.0,"Avenida Expedicionários, Torre",50.0,3.0,1.0,,58030-001
1504,1504,2638512729,349000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",22.0,1.0,,1.0,58037-050
1505,1505,2555928694,814544.0,"Rua Edgar de Albuquerque Lins, Altiplano Cabo Branco",65.0,2.0,,2.0,
1506,1506,2637427931,248500.0,"Rua Oswaldo Evaristo da Costa, Ipês",51.0,2.0,1.0,,
1507,1507,2618766960,680000.0,"Manaíra, João Pessoa",96.0,3.0,2.0,,
1508,1508,2631776661,178760.0,"Rua dos Quilombos, Paratibe",47.0,2.0,1.0,,
1509,1509,2562192582,420000.0,"Rua Antônio Franciscano do Amaral, Altiplano Cabo Branco",95.0,4.0,1.0,,
1510,1510,2625726916,629390.0,"Avenida Jacinto Dantas, Manaíra",78.0,3.0,2.0,,58038-250
1511,1511,2626019857,215000.0,"Rua Ex-Combatente Assis Luís, João Paulo II",65.0,2.0,1.0,,
1512,1512,2564913983,640000.0,"Rua Silvino Chaves, Manaíra",83.0,2.0,1.0,,58038-381
1513,1513,2635211278,449000.0,"Jardim São Paulo, João Pessoa",98.0,3.0,1.0,,58053-045
1514,1514,2638431620,900000.0,"Anatólia, João Pessoa",672.0,,,,
1515,1515,2624576099,550000.0,"Rua Oceano Atlântico, Jardim Oceania",66.0,2.0,1.0,,58037-700
1516,1516,2628466318,289040.0,"Rua Presidente Kenedy, Tambauzinho",55.0,2.0,1.0,,
1517,1517,2629185525,406405.0,"Rua Sandoval de Oliveira, Torre",90.0,3.0,2.0,,58013-420
1518,1518,2574203000,180000.0,"Rua Isabel Gomes de Lima, Valentina de Figueiredo",240.0,2.0,,,58063-300
1519,1519,2629066119,470650.0,"Rua Sidney Clemente Dore, Tambaú",50.0,2.0,1.0,,58039-230
1520,1520,2638573321,110000.0,"Cidade dos Colibris, João Pessoa",45.0,2.0,,1.0,58073-314
1521,1521,2621403076,690000.0,"Avenida Índio Arabutan, Cabo Branco",65.0,2.0,1.0,,58045-000
1522,1522,2580627686,344000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",39.0,1.0,1.0,,
1523,1523,2583662915,230000.0,"Rua Alcebíades da Cunha, Bancários",52.0,2.0,1.0,,58051-085
1524,1524,2631475253,320000.0,"Avenida Coronel José Maurício da Costa, Brisamar",64.0,2.0,1.0,,58032-090
1525,1525,2589804228,2200000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",381.0,5.0,,,
1526,1526,2629085091,294430.0,"Rua Goiás, Estados",60.0,2.0,1.0,,69305-410
1527,1527,2611884803,372000.0,"Jardim Oceania, João Pessoa",48.0,2.0,1.0,,
1528,1528,2636291872,1900000.0,"Avenida Cabo Branco, Cabo Branco",114.0,3.0,,,58045-000
1529,1529,2573717028,189990.0,"Cristo Redentor, João Pessoa",53.0,2.0,1.0,,
1530,1530,2630337879,342666.0,"Rua Juiz José Alfredo Nóbrega de Freitas, Bessa",55.0,2.0,1.0,,
1531,1531,2624708817,257685.0,"Avenida Presidente José Linhares, Bessa",53.0,2.0,1.0,,
1532,1532,2638222755,249000.0,"Rua Paulo Roberto de Souza Acioly, Bessa",55.0,2.0,1.0,,58035-170
1533,1533,2636609365,199000.0,"Avenida Júlia Freire, Tambauzinho",25.0,1.0,1.0,,
1534,1534,2631368146,419460.0,"Rua Hildebrando Tourinho, Miramar",90.0,3.0,2.0,,58032-090
1535,1535,2637179360,160000.0,"Rua Valter Borges Stuckert, Valentina de Figueiredo",46.0,2.0,1.0,,
1536,1536,2614933639,750000.0,"Manaíra, João Pessoa",194.0,4.0,,,
1537,1537,2610205376,85000.0,"Rua Bancário Lourenço Vieira de Souza, Jardim São Paulo",36.0,1.0,1.0,,
1538,1538,2612607911,660000.0,"Rua Francisco Diomedes Cantalice, Cabo Branco",163.0,4.0,,,58045-040
1539,1539,2632175822,650000.0,"Brisamar, João Pessoa",90.0,3.0,2.0,,58032-100
1540,1540,2631902296,156420.0,"Rua Petrarca Grisi, Cristo Redentor",46.0,2.0,1.0,,58071-690
1541,1541,2623714563,560000.0,"Avenida Campos Sales, Bessa",80.0,3.0,2.0,,58035-070
1542,1542,2621523781,1800000.0,"Cabo Branco, João Pessoa",361.0,4.0,,,
1543,1543,2619301234,450000.0,"Avenida Campos Sales, Bessa",60.0,2.0,1.0,,58035-070
1544,1544,2638222754,329000.0,"Avenida Campos Sales, Bessa",55.0,2.0,1.0,,58035-070
1545,1545,2636848160,505000.0,"Rua Professora Luzia Simões Bartolini, Aeroclube",129.0,3.0,,,
1546,1546,2636254027,610842.0,"Rua Monteiro Lobato, Tambaú",66.0,2.0,1.0,,58045-000
1547,1547,2618766957,650000.0,"Jardim Oceania, João Pessoa",150.0,1.0,,,
1548,1548,2558551567,338000.0,"Rua Antônio Batista de Araújo, Jardim Oceania",66.0,2.0,1.0,,
1549,1549,2620437011,800000.0,"Ernesto Geisel, João Pessoa",188.0,3.0,,,58075-410
1550,1550,2632784507,960000.0,"Estados, João Pessoa",146.0,3.0,,,
1551,1551,2638751299,373030.0,"Rua Vicente Ielpo, Bessa",53.0,2.0,1.0,,58035-170
1552,1552,2636692560,920000.0,"Avenida Antônio Lira, Tambaú",67.0,2.0,1.0,,58039-010
1553,1553,2555930133,634526.0,"Rua Artur Monteiro Paiva, Bessa",60.0,2.0,1.0,,
1554,1554,2618603296,270000.0,"Praça Djalma Gomes da Fonseca, Bessa",52.0,2.0,1.0,,
1555,1555,2576211670,236900.0,"Rua Doutor Mirocene Fernando da Cunha Lima, Bessa",53.0,2.0,1.0,,58035-070
1556,1556,2629165259,620000.0,"Avenida Almirante Tamandaré, Tambaú",59.0,2.0,1.0,,58039-010
1557,1557,2583686458,490000.0,"Manaíra, João Pessoa",66.0,2.0,1.0,,
1558,1558,2629066037,2028780.0,"Rua Bancário Francisco Mendes Sobreira, Pedro Gondim",254.0,4.0,,,
1559,1559,2563959719,858000.0,"Tambauzinho, João Pessoa",126.0,3.0,,,
1560,1560,2637357163,230000.0,"Rua Arquiteto Hermenegildo Di Lascio, Tambauzinho",65.0,2.0,1.0,,58041-110
1561,1561,2537257149,200000.0,"Rua Rodrigues de Aquino, Centro",190.0,6.0,,,58013-200
1562,1562,2632790307,850000.0,"Muçumagro, João Pessoa",160.0,3.0,,,
1563,1563,2637945909,172140.0,"Avenida Desembargador Santos Estanislau, Oitizeiro",64.0,3.0,1.0,,58087-110
1564,1564,2624637786,460000.0,"Rua Bartolomeu Luiz Trocolli, Altiplano Cabo Branco",78.0,3.0,2.0,,
1565,1565,2631768798,1199700.0,"Rua José Targino de Castro, Cidade dos Colibris",1800.0,,,,58051-110
1566,1566,2603457319,580000.0,"Rodovia BR-230, Brisamar",91.0,3.0,1.0,,58032-100
1567,1567,2589216136,1300000.0,"Rua da Aurora, Miramar",110.0,3.0,,,58043-270
1568,1568,2636215445,2800000.0,"Portal do Sol, João Pessoa",400.0,4.0,,,
1569,1569,2629073291,199660.0,"Rua Derlópidas Gomes Neves, Bancários",37.0,1.0,1.0,,58051-085
1570,1570,2618842666,360000.0,"Praça José Tomás de Souza, Jardim Oceania",27.0,1.0,1.0,,
1571,1571,2624415946,195000.0,"Jaguaribe, João Pessoa",58.0,2.0,1.0,,
1572,1572,2621528043,1500000.0,"Tambaú, João Pessoa",323.0,4.0,,,
1573,1573,2629070478,159870.0,"Rua Eloy de Medeiros Costa, Jardim Cidade Universitária",41.0,2.0,1.0,,58052-430
1574,1574,2579836514,480000.0,"Bessa, João Pessoa",58.0,2.0,2.0,,
1575,1575,2570017516,599000.0,"Avenida Campos Sales, Bessa",89.0,3.0,1.0,,58035-070
1576,1576,2570109517,600000.0,"Varadouro, João Pessoa",160.0,,,2.0,58010-150
1577,1577,2628500381,560000.0,"Miramar, João Pessoa",125.0,3.0,,,
1578,1578,2568647643,440000.0,"Pedro Gondim, João Pessoa",67.0,2.0,,2.0,58031-220
1579,1579,2629091891,715445.0,"Avenida Cajazeiras, Manaíra",84.0,3.0,2.0,,58038-250
1580,1580,2591051913,460000.0,"Rua Albertino Alfredo Araújo Filho, Jardim Oceania",72.0,3.0,1.0,,58035-070
1581,1581,2633612654,420000.0,"Rua Paulo Franca Marinho, Miramar",112.0,4.0,,,58032-090
1582,1582,2634268764,990000.0,"Rua Oceano Ártico, Jardim Oceania",95.0,3.0,1.0,,58037-700
1583,1583,2578985058,550000.0,"Avenida Sapé, Manaíra",95.0,3.0,2.0,,58038-342
1584,1584,2625517256,1000000.0,"Avenida Presidente Epitácio Pessoa, Tambaú",284.0,4.0,,,58045-000
1585,1585,2615762216,2000000.0,"Rua Tabelião Público Joaquim da Silva Ramos, Altiplano Cabo Branco",450.0,4.0,,,
1586,1586,2610991913,260000.0,"Bessa, João Pessoa",60.0,2.0,1.0,,
1587,1587,2558876893,155990.0,"Rua João Jorge Benício, Mangabeira",52.0,2.0,1.0,,58074-083
1588,1588,2628458792,890409.0,"Brisamar, João Pessoa",96.0,3.0,1.0,,58032-100
1589,1589,2631713285,575000.0,"Rua Sidney Clemente Dore, Tambaú",59.0,2.0,1.0,,58039-230
1590,1590,2580201656,650000.0,"Avenida Infante Dom Henrique, Tambaú",116.0,3.0,,,58039-160
1591,1591,2608491635,858731.0,"Avenida Cabo Branco, Cabo Branco",69.0,2.0,2.0,,58045-000
1592,1592,2624638476,419526.0,"Avenida Almirante Tamandaré, Tambaú",22.0,1.0,1.0,,58039-010
1593,1593,2631972828,30000.0,"Praia do Sol, Barra de Gramame",450.0,,,,
1594,1594,2632793973,650000.0,"Cristo Redentor, João Pessoa",420.0,,,,
1595,1595,2638533568,259900.0,"Rua General Renato Ribeiro Morais, Estados",56.0,2.0,1.0,,58030-330
1596,1596,2511099984,503331.0,"Avenida Presidente Epitácio Pessoa, Tambaú",26.0,1.0,,1.0,58045-000
1597,1597,2559428525,220000.0,"Mangabeira, João Pessoa",89.0,2.0,1.0,,
1598,1598,2534796279,4000000.0,"Avenida Presidente Epitácio Pessoa, Tambauzinho",476.0,,,,58042-006
1599,1599,2623999071,1460931.0,"Cabo Branco, João Pessoa",108.0,2.0,,,
1600,1600,2631392912,159900.0,"Rua Cecília Rodrigues Siqueira, Jardim Cidade Universitária",80.0,3.0,1.0,,58052-170
1601,1601,2618979201,700000.0,"Rua Tocantins, Pedro Gondim",268.0,4.0,,,58031-220
1602,1602,2612607911,660000.0,"Rua Francisco Diomedes Cantalice, Cabo Branco",163.0,4.0,,,58045-040
1603,1603,2563670614,448000.0,"Expedicionários, João Pessoa",72.0,2.0,2.0,,
1604,1604,2638281872,359000.0,"Estados, João Pessoa",59.0,2.0,2.0,,
1605,1605,2638075089,630000.0,"Avenida Manoel Firmino do Nascimento, Altiplano Cabo Branco",72.0,3.0,2.0,,
1606,1606,2570109702,504000.0,"Miramar, João Pessoa",52.0,2.0,1.0,,
1607,1607,2623823236,650000.0,"Conjunto Danilo Luna, Brisamar",115.0,3.0,,,
1608,1608,2623714563,560000.0,"Avenida Campos Sales, Bessa",80.0,3.0,2.0,,58035-070
1609,1609,2582566399,170000.0,"Cuiá, João Pessoa",58.0,2.0,1.0,,
1610,1610,2621523781,1800000.0,"Cabo Branco, João Pessoa",361.0,4.0,,,
1611,1611,2586242168,198000.0,"Rua Antônio Jovino de Lima, Bessa",37.0,1.0,1.0,,58035-170
1612,1612,2614024298,90000.0,"Rua Armando Afonso Boudoux Júnior, Ernesto Geisel",50.0,2.0,1.0,,
1613,1613,2619301234,450000.0,"Avenida Campos Sales, Bessa",60.0,2.0,1.0,,58035-070
1614,1614,2601272476,240000.0,"Praça José Tomás de Souza, Jardim Oceania",33.0,1.0,1.0,,
1615,1615,2636848160,505000.0,"Rua Professora Luzia Simões Bartolini, Aeroclube",129.0,3.0,,,
1616,1616,2636254027,610842.0,"Rua Monteiro Lobato, Tambaú",66.0,2.0,1.0,,58045-000
1617,1617,2633961592,330000.0,"Rua Antônia Gomes da Silveira, Cristo Redentor",90.0,3.0,2.0,,58071-000
1618,1618,2571959786,149900.0,"Ernesto Geisel, João Pessoa",47.0,2.0,1.0,,58075-410
1619,1619,2638751299,373030.0,"Rua Vicente Ielpo, Bessa",53.0,2.0,1.0,,58035-170
1620,1620,2580057371,400000.0,"Avenida Presidente Café Filho, Bessa",90.0,3.0,1.0,,58035-200
1621,1621,2555930133,634526.0,"Rua Artur Monteiro Paiva, Bessa",60.0,2.0,1.0,,
1622,1622,2576211670,236900.0,"Rua Doutor Mirocene Fernando da Cunha Lima, Bessa",53.0,2.0,1.0,,58035-070
1623,1623,2636561596,850000.0,"Rua Randal Cavalcante Pimentel, Bessa",200.0,4.0,,,58035-200
1624,1624,2624517449,550000.0,"Rodovia BR-230, Jardim Oceania",66.0,2.0,1.0,,66650-010
1625,1625,2624572316,400000.0,"Bairro Dos Ipes, João Pessoa",360.0,5.0,,,
1626,1626,2636238062,305000.0,"Rua Bancário Sérgio Guerra, Anatólia",58.0,2.0,1.0,,58052-170
1627,1627,2612550709,207000.0,"Avenida Presidente Afonso Pena, Bessa",45.0,1.0,1.0,,58035-200
1628,1628,2632792310,254900.0,"Portal do Sol, João Pessoa",55.0,2.0,,1.0,
1629,1629,2563959719,858000.0,"Tambauzinho, João Pessoa",126.0,3.0,,,
1630,1630,2579075301,600000.0,"Avenida Presidente Afonso Pena, Bessa",65.0,2.0,2.0,,58035-200
1631,1631,2600713701,162000.0,"Avenida Engenheiro Agrônomo Álvaro Ferreira, Cristo Redentor",46.0,2.0,1.0,,58080-150
1632,1632,2637945909,172140.0,"Avenida Desembargador Santos Estanislau, Oitizeiro",64.0,3.0,1.0,,58087-110
1633,1633,2602306481,900000.0,"Avenida Cabo Branco, Cabo Branco",67.0,2.0,1.0,,58045-000
1634,1634,2573777253,399000.0,"Jardim Oceania, João Pessoa",63.0,2.0,1.0,,
1635,1635,2600922986,603986.0,"Rua Deputado Antônio de Pádua Carvalho, Aeroclube",87.0,3.0,2.0,,
1636,1636,2625769956,3335000.0,"Avenida Adolfo Loureiro França, Cabo Branco",462.0,4.0,,,
1637,1637,2562356287,380000.0,"Rua Antônio Rabelo Júnior, Miramar",42.0,,1.0,1.0,58043-110
1638,1638,2623951456,350000.0,"Avenida Maria Rosa, Manaíra",109.0,3.0,,,58038-342
1639,1639,2636235655,2699000.0,"Avenida Governador Antônio da Silva Mariz, Portal do Sol",396.0,4.0,,,58046-005
1640,1640,2630409459,699000.0,"Rua Hermelinda Henriques de Araújo, Bancários",126.0,3.0,,,58051-085
1641,1641,2618842666,360000.0,"Praça José Tomás de Souza, Jardim Oceania",27.0,1.0,1.0,,
1642,1642,2630029598,1170000.0,"Rua Doutor João Franca, Manaíra",250.0,4.0,,,
1643,1643,2638263731,180000.0,"José Américo de Almeida, João Pessoa",10.0,2.0,1.0,,58071-000
1644,1644,2606113038,384560.0,"Rua Josué Guedes Pereira, Bessa",50.0,2.0,1.0,,58035-070
1645,1645,2606819682,320000.0,"Rua José Simões de Araújo, Bessa",63.0,2.0,1.0,,58035-070
1646,1646,2565834179,1290000.0,"Rua Monteiro Lobato, Tambaú",135.0,3.0,,,58045-000
