,ID,price,local,areas,bedrooms,parking-spaces,bathrooms,cep
1466,2580420726,250000.0,"Geisel, João Pessoa",100.0,4.0,,,58075-410
1467,2567174704,350000.0,"Jardim 13 de Maio, João Pessoa",73.0,3.0,1.0,,07500-000
1468,2630701210,620000.0,"Jardim Oceania, João Pessoa",94.0,3.0,2.0,,
1469,2555929550,1400000.0,"Avenida Governador Argemiro de Figueiredo, Bessa",140.0,2.0,,,58035-070
1470,2579261316,800000.0,"Rua Severino Venâncio de Souza, Gramame",188.0,4.0,,,58075-690
1471,2577486943,1650000.0,"Rua Ana Guedes Vasconcelos, Altiplano Cabo Branco",175.0,3.0,,,58046-095
1472,2637766473,750000.0,"Tambauzinho, João Pessoa",300.0,3.0,,,
1473,2611251737,258000.0,"Rua Osiris de Belli, Cabo Branco",20.0,1.0,,1.0,58046-095
1474,2579968311,180000.0,"Jaguaribe, João Pessoa",53.0,2.0,1.0,,
1475,2605994581,260000.0,"Rua José Bartolomeu Cabral, Bessa",54.0,2.0,1.0,,58035-200
1476,2549237035,168000.0,"Rua Paulo Afonso, Jaguaribe",55.0,2.0,1.0,,58015-435
1477,2629562656,244000.0,"Rua Presidente Ranieri Mazilli, Cristo Redentor",65.0,2.0,2.0,,58071-000
1478,2594585555,790000.0,"Rua Eutiquiano Barreto, Manaíra",258.0,3.0,,,58038-381
1479,2567176169,149500.0,"Jardim Cidade Universitária, João Pessoa",60.0,2.0,1.0,,
1480,2610793780,400000.0,"Manaíra, João Pessoa",84.0,3.0,1.0,,
1481,2624157131,550000.0,"Jardim Oceania, João Pessoa",95.0,2.0,2.0,,
1482,2604754136,200000.0,"Avenida Juarez Távora, Torre",80.0,3.0,1.0,,58040-720
1483,2611526235,690000.0,"Rua Silvino Chaves, Manaíra",158.0,4.0,,,58038-381
1484,2572452453,298000.0,"Jardim Cidade Universitária, João Pessoa",76.0,3.0,1.0,,
1485,2592115578,520000.0,"Rua Coronel Miguel Satyro, Cabo Branco",60.0,2.0,1.0,,
1486,2637404617,572787.0,"Rua Artur Monteiro Paiva, Bessa",60.0,3.0,1.0,,
1487,2551727938,230000.0,"Rua Oceane Nascimento da Silva, Gramame",140.0,3.0,,,58075-690
1488,2557054332,491535.0,"Rua Vicente Ielpo, Bessa",60.0,2.0,1.0,,58035-170
1489,2631901283,171930.0,"Rua São Miguel Arcanjo, João Paulo II",54.0,2.0,1.0,,58075-690
1490,2635539415,890000.0,"Rua José Brasilino Leite, João Agripino",148.0,4.0,,,58038-381
1491,2629935027,170000.0,"José Américo de Almeida, João Pessoa",54.0,2.0,1.0,,58071-000
1492,2562587899,250000.0,"Avenida Senador Ruy Carneiro, Brisamar",40.0,,1.0,1.0,58032-090
1493,2567584869,210000.0,"Avenida Presidente Afonso Pena, Bessa",18.0,1.0,,1.0,58035-200
1494,2555930514,534000.0,"Rua Huerta Ferreira de Melo, Jardim Oceania",61.0,2.0,1.0,,58037-050
1495,2573377683,310000.0,"Jardim Oceania, João Pessoa",51.0,2.0,1.0,,
1496,2578113194,320000.0,"Rua Ambrosina Soares dos Santos, Bessa",76.0,3.0,1.0,,58035-200
1497,2558551416,879000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",66.0,3.0,1.0,,58037-050
1498,2619687848,599000.0,"Avenida Cabo Branco, Cabo Branco",42.0,1.0,,1.0,58045-000
1499,2622878350,985000.0,"Avenida Cabo Branco, Cabo Branco",173.0,4.0,,,58045-000
1500,2629026585,890000.0,"Avenida Antônio Lira, Cabo Branco",114.0,3.0,,,58045-000
1501,2610612733,850000.0,"Rua Francisco Claudino Pereira, Manaíra",168.0,3.0,,,58038-431
1502,2624000679,720000.0,"Rua Carmem Romero, Jardim Oceania",127.0,3.0,,,58037-328
1503,2637302286,259900.0,"Avenida Expedicionários, Torre",50.0,3.0,1.0,,58030-001
1504,2638512729,349000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",22.0,1.0,,1.0,58037-050
1505,2555928694,814544.0,"Rua Edgar de Albuquerque Lins, Altiplano Cabo Branco",65.0,2.0,,2.0,
1506,2637427931,248500.0,"Rua Oswaldo Evaristo da Costa, Ipês",51.0,2.0,1.0,,
1507,2618766960,680000.0,"Manaíra, João Pessoa",96.0,3.0,2.0,,
1508,2631776661,178760.0,"Rua dos Quilombos, Paratibe",47.0,2.0,1.0,,
1509,2562192582,420000.0,"Rua Antônio Franciscano do Amaral, Altiplano Cabo Branco",95.0,4.0,1.0,,
1510,2625726916,629390.0,"Avenida Jacinto Dantas, Manaíra",78.0,3.0,2.0,,58038-250
1511,2626019857,215000.0,"Rua Ex-Combatente Assis Luís, João Paulo II",65.0,2.0,1.0,,
1512,2564913983,640000.0,"Rua Silvino Chaves, Manaíra",83.0,2.0,1.0,,58038-381
1513,2635211278,449000.0,"Jardim São Paulo, João Pessoa",98.0,3.0,1.0,,58053-045
1514,2638431620,900000.0,"Anatólia, João Pessoa",672.0,,,,
1515,2624576099,550000.0,"Rua Oceano Atlântico, Jardim Oceania",66.0,2.0,1.0,,58037-700
1516,2628466318,289040.0,"Rua Presidente Kenedy, Tambauzinho",55.0,2.0,1.0,,
1517,2629185525,406405.0,"Rua Sandoval de Oliveira, Torre",90.0,3.0,2.0,,58013-420
1518,2574203000,180000.0,"Rua Isabel Gomes de Lima, Valentina de Figueiredo",240.0,2.0,,,58063-300
1519,2629066119,470650.0,"Rua Sidney Clemente Dore, Tambaú",50.0,2.0,1.0,,58039-230
1520,2638573321,110000.0,"Cidade dos Colibris, João Pessoa",45.0,2.0,,1.0,58073-314
1521,2621403076,690000.0,"Avenida Índio Arabutan, Cabo Branco",65.0,2.0,1.0,,58045-000
1522,2580627686,344000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",39.0,1.0,1.0,,
1523,2583662915,230000.0,"Rua Alcebíades da Cunha, Bancários",52.0,2.0,1.0,,58051-085
1524,2631475253,320000.0,"Avenida Coronel José Maurício da Costa, Brisamar",64.0,2.0,1.0,,58032-090
1525,2589804228,2200000.0,"Rua Agricultor Sebastião Crisóstimo da Penha, Altiplano Cabo Branco",381.0,5.0,,,
1526,2629085091,294430.0,"Rua Goiás, Estados",60.0,2.0,1.0,,69305-410
1527,2611884803,372000.0,"Jardim Oceania, João Pessoa",48.0,2.0,1.0,,
1528,2636291872,1900000.0,"Avenida Cabo Branco, Cabo Branco",114.0,3.0,,,58045-000
1529,2573717028,189990.0,"Cristo Redentor, João Pessoa",53.0,2.0,1.0,,
1530,2630337879,342666.0,"Rua Juiz José Alfredo Nóbrega de Freitas, Bessa",55.0,2.0,1.0,,
1531,2624708817,257685.0,"Avenida Presidente José Linhares, Bessa",53.0,2.0,1.0,,
1532,2638222755,249000.0,"Rua Paulo Roberto de Souza Acioly, Bessa",55.0,2.0,1.0,,58035-170
1533,2636609365,199000.0,"Avenida Júlia Freire, Tambauzinho",25.0,1.0,1.0,,
1534,2631368146,419460.0,"Rua Hildebrando Tourinho, Miramar",90.0,3.0,2.0,,58032-090
1535,2637179360,160000.0,"Rua Valter Borges Stuckert, Valentina de Figueiredo",46.0,2.0,1.0,,
1536,2614933639,750000.0,"Manaíra, João Pessoa",194.0,4.0,,,
1537,2610205376,85000.0,"Rua Bancário Lourenço Vieira de Souza, Jardim São Paulo",36.0,1.0,1.0,,
1538,2612607911,660000.0,"Rua Francisco Diomedes Cantalice, Cabo Branco",163.0,4.0,,,58045-040
1539,2632175822,650000.0,"Brisamar, João Pessoa",90.0,3.0,2.0,,58032-100
1540,2631902296,156420.0,"Rua Petrarca Grisi, Cristo Redentor",46.0,2.0,1.0,,58071-690
1541,2623714563,560000.0,"Avenida Campos Sales, Bessa",80.0,3.0,2.0,,58035-070
1542,2621523781,1800000.0,"Cabo Branco, João Pessoa",361.0,4.0,,,
1543,2619301234,450000.0,"Avenida Campos Sales, Bessa",60.0,2.0,1.0,,58035-070
1544,2638222754,329000.0,"Avenida Campos Sales, Bessa",55.0,2.0,1.0,,58035-070
1545,2636848160,505000.0,"Rua Professora Luzia Simões Bartolini, Aeroclube",129.0,3.0,,,
1546,2636254027,610842.0,"Rua Monteiro Lobato, Tambaú",66.0,2.0,1.0,,58045-000
1547,2618766957,650000.0,"Jardim Oceania, João Pessoa",150.0,1.0,,,
1548,2558551567,338000.0,"Rua Antônio Batista de Araújo, Jardim Oceania",66.0,2.0,1.0,,
1549,2620437011,800000.0,"Ernesto Geisel, João Pessoa",188.0,3.0,,,58075-410
1550,2632784507,960000.0,"Estados, João Pessoa",146.0,3.0,,,
1551,2638751299,373030.0,"Rua Vicente Ielpo, Bessa",53.0,2.0,1.0,,58035-170
1552,2636692560,920000.0,"Avenida Antônio Lira, Tambaú",67.0,2.0,1.0,,58039-010
1553,2555930133,634526.0,"Rua Artur Monteiro Paiva, Bessa",60.0,2.0,1.0,,
1554,2618603296,270000.0,"Praça Djalma Gomes da Fonseca, Bessa",52.0,2.0,1.0,,
1555,2576211670,236900.0,"Rua Doutor Mirocene Fernando da Cunha Lima, Bessa",53.0,2.0,1.0,,58035-070
1556,2629165259,620000.0,"Avenida Almirante Tamandaré, Tambaú",59.0,2.0,1.0,,58039-010
1557,2583686458,490000.0,"Manaíra, João Pessoa",66.0,2.0,1.0,,
1558,2629066037,2028780.0,"Rua Bancário Francisco Mendes Sobreira, Pedro Gondim",254.0,4.0,,,
1559,2563959719,858000.0,"Tambauzinho, João Pessoa",126.0,3.0,,,
1560,2637357163,230000.0,"Rua Arquiteto Hermenegildo Di Lascio, Tambauzinho",65.0,2.0,1.0,,58041-110
1561,2537257149,200000.0,"Rua Rodrigues de Aquino, Centro",190.0,6.0,,,58013-200
1562,2632790307,850000.0,"Muçumagro, João Pessoa",160.0,3.0,,,
1563,2637945909,172140.0,"Avenida Desembargador Santos Estanislau, Oitizeiro",64.0,3.0,1.0,,58087-110
1564,2624637786,460000.0,"Rua Bartolomeu Luiz Trocolli, Altiplano Cabo Branco",78.0,3.0,2.0,,
1565,2631768798,1199700.0,"Rua José Targino de Castro, Cidade dos Colibris",1800.0,,,,58051-110
1566,2603457319,580000.0,"Rodovia BR-230, Brisamar",91.0,3.0,1.0,,58032-100
1567,2589216136,1300000.0,"Rua da Aurora, Miramar",110.0,3.0,,,58043-270
1568,2636215445,2800000.0,"Portal do Sol, João Pessoa",400.0,4.0,,,
1569,2629073291,199660.0,"Rua Derlópidas Gomes Neves, Bancários",37.0,1.0,1.0,,58051-085
1570,2618842666,360000.0,"Praça José Tomás de Souza, Jardim Oceania",27.0,1.0,1.0,,
1571,2624415946,195000.0,"Jaguaribe, João Pessoa",58.0,2.0,1.0,,
1572,2621528043,1500000.0,"Tambaú, João Pessoa",323.0,4.0,,,
1573,2629070478,159870.0,"Rua Eloy de Medeiros Costa, Jardim Cidade Universitária",41.0,2.0,1.0,,58052-430
1574,2579836514,480000.0,"Bessa, João Pessoa",58.0,2.0,2.0,,
1575,2570017516,599000.0,"Avenida Campos Sales, Bessa",89.0,3.0,1.0,,58035-070
1576,2570109517,600000.0,"Varadouro, João Pessoa",160.0,,,2.0,58010-150
1577,2628500381,560000.0,"Miramar, João Pessoa",125.0,3.0,,,
1578,2568647643,440000.0,"Pedro Gondim, João Pessoa",67.0,2.0,,2.0,58031-220
1579,2629091891,715445.0,"Avenida Cajazeiras, Manaíra",84.0,3.0,2.0,,58038-250
1580,2591051913,460000.0,"Rua Albertino Alfredo Araújo Filho, Jardim Oceania",72.0,3.0,1.0,,58035-070
1581,2633612654,420000.0,"Rua Paulo Franca Marinho, Miramar",112.0,4.0,,,58032-090
1582,2634268764,990000.0,"Rua Oceano Ártico, Jardim Oceania",95.0,3.0,1.0,,58037-700
1583,2578985058,550000.0,"Avenida Sapé, Manaíra",95.0,3.0,2.0,,58038-342
1584,2625517256,1000000.0,"Avenida Presidente Epitácio Pessoa, Tambaú",284.0,4.0,,,58045-000
1585,2615762216,2000000.0,"Rua Tabelião Público Joaquim da Silva Ramos, Altiplano Cabo Branco",450.0,4.0,,,
1586,2610991913,260000.0,"Bessa, João Pessoa",60.0,2.0,1.0,,
1587,2558876893,155990.0,"Rua João Jorge Benício, Mangabeira",52.0,2.0,1.0,,58074-083
1588,2628458792,890409.0,"Brisamar, João Pessoa",96.0,3.0,1.0,,58032-100
1589,2631713285,575000.0,"Rua Sidney Clemente Dore, Tambaú",59.0,2.0,1.0,,58039-230
1590,2580201656,650000.0,"Avenida Infante Dom Henrique, Tambaú",116.0,3.0,,,58039-160
1591,2608491635,858731.0,"Avenida Cabo Branco, Cabo Branco",69.0,2.0,2.0,,58045-000
1592,2624638476,419526.0,"Avenida Almirante Tamandaré, Tambaú",22.0,1.0,1.0,,58039-010
1593,2631972828,30000.0,"Praia do Sol, Barra de Gramame",450.0,,,,
1594,2632793973,650000.0,"Cristo Redentor, João Pessoa",420.0,,,,
1595,2638533568,259900.0,"Rua General Renato Ribeiro Morais, Estados",56.0,2.0,1.0,,58030-330
1596,2511099984,503331.0,"Avenida Presidente Epitácio Pessoa, Tambaú",26.0,1.0,,1.0,58045-000
1597,2559428525,220000.0,"Mangabeira, João Pessoa",89.0,2.0,1.0,,
1598,2534796279,4000000.0,"Avenida Presidente Epitácio Pessoa, Tambauzinho",476.0,,,,58042-006
1599,2623999071,1460931.0,"Cabo Branco, João Pessoa",108.0,2.0,,,
1600,2631392912,159900.0,"Rua Cecília Rodrigues Siqueira, Jardim Cidade Universitária",80.0,3.0,1.0,,58052-170
1601,2618979201,700000.0,"Rua Tocantins, Pedro Gondim",268.0,4.0,,,58031-220
1602,2612607911,660000.0,"Rua Francisco Diomedes Cantalice, Cabo Branco",163.0,4.0,,,58045-040
1603,2563670614,448000.0,"Expedicionários, João Pessoa",72.0,2.0,2.0,,
1604,2638281872,359000.0,"Estados, João Pessoa",59.0,2.0,2.0,,
1605,2638075089,630000.0,"Avenida Manoel Firmino do Nascimento, Altiplano Cabo Branco",72.0,3.0,2.0,,
1606,2570109702,504000.0,"Miramar, João Pessoa",52.0,2.0,1.0,,
1607,2623823236,650000.0,"Conjunto Danilo Luna, Brisamar",115.0,3.0,,,
1608,2623714563,560000.0,"Avenida Campos Sales, Bessa",80.0,3.0,2.0,,58035-070
1609,2582566399,170000.0,"Cuiá, João Pessoa",58.0,2.0,1.0,,
1610,2621523781,1800000.0,"Cabo Branco, João Pessoa",361.0,4.0,,,
1611,2586242168,198000.0,"Rua Antônio Jovino de Lima, Bessa",37.0,1.0,1.0,,58035-170
1612,2614024298,90000.0,"Rua Armando Afonso Boudoux Júnior, Ernesto Geisel",50.0,2.0,1.0,,
1613,2619301234,450000.0,"Avenida Campos Sales, Bessa",60.0,2.0,1.0,,58035-070
1614,2601272476,240000.0,"Praça José Tomás de Souza, Jardim Oceania",33.0,1.0,1.0,,
1615,2636848160,505000.0,"Rua Professora Luzia Simões Bartolini, Aeroclube",129.0,3.0,,,
1616,2636254027,610842.0,"Rua Monteiro Lobato, Tambaú",66.0,2.0,1.0,,58045-000
1617,2633961592,330000.0,"Rua Antônia Gomes da Silveira, Cristo Redentor",90.0,3.0,2.0,,58071-000
1618,2571959786,149900.0,"Ernesto Geisel, João Pessoa",47.0,2.0,1.0,,58075-410
1619,2638751299,373030.0,"Rua Vicente Ielpo, Bessa",53.0,2.0,1.0,,58035-170
1620,2580057371,400000.0,"Avenida Presidente Café Filho, Bessa",90.0,3.0,1.0,,58035-200
1621,2555930133,634526.0,"Rua Artur Monteiro Paiva, Bessa",60.0,2.0,1.0,,
1622,2576211670,236900.0,"Rua Doutor Mirocene Fernando da Cunha Lima, Bessa",53.0,2.0,1.0,,58035-070
1623,2636561596,850000.0,"Rua Randal Cavalcante Pimentel, Bessa",200.0,4.0,,,58035-200
1624,2624517449,550000.0,"Rodovia BR-230, Jardim Oceania",66.0,2.0,1.0,,66650-010
1625,2624572316,400000.0,"Bairro Dos Ipes, João Pessoa",360.0,5.0,,,
1626,2636238062,305000.0,"Rua Bancário Sérgio Guerra, Anatólia",58.0,2.0,1.0,,58052-170
1627,2612550709,207000.0,"Avenida Presidente Afonso Pena, Bessa",45.0,1.0,1.0,,58035-200
1628,2632792310,254900.0,"Portal do Sol, João Pessoa",55.0,2.0,,1.0,
1629,2563959719,858000.0,"Tambauzinho, João Pessoa",126.0,3.0,,,
1630,2579075301,600000.0,"Avenida Presidente Afonso Pena, Bessa",65.0,2.0,2.0,,58035-200
1631,2600713701,162000.0,"Avenida Engenheiro Agrônomo Álvaro Ferreira, Cristo Redentor",46.0,2.0,1.0,,58080-150
1632,2637945909,172140.0,"Avenida Desembargador Santos Estanislau, Oitizeiro",64.0,3.0,1.0,,58087-110
1633,2602306481,900000.0,"Avenida Cabo Branco, Cabo Branco",67.0,2.0,1.0,,58045-000
1634,2573777253,399000.0,"Jardim Oceania, João Pessoa",63.0,2.0,1.0,,
1635,2600922986,603986.0,"Rua Deputado Antônio de Pádua Carvalho, Aeroclube",87.0,3.0,2.0,,
1636,2625769956,3335000.0,"Avenida Adolfo Loureiro França, Cabo Branco",462.0,4.0,,,
1637,2562356287,380000.0,"Rua Antônio Rabelo Júnior, Miramar",42.0,,1.0,1.0,58043-110
1638,2623951456,350000.0,"Avenida Maria Rosa, Manaíra",109.0,3.0,,,58038-342
1639,2636235655,2699000.0,"Avenida Governador Antônio da Silva Mariz, Portal do Sol",396.0,4.0,,,58046-005
1640,2630409459,699000.0,"Rua Hermelinda Henriques de Araújo, Bancários",126.0,3.0,,,58051-085
1641,2618842666,360000.0,"Praça José Tomás de Souza, Jardim Oceania",27.0,1.0,1.0,,
1642,2630029598,1170000.0,"Rua Doutor João Franca, Manaíra",250.0,4.0,,,
1643,2638263731,180000.0,"José Américo de Almeida, João Pessoa",10.0,2.0,1.0,,58071-000
1644,2606113038,384560.0,"Rua Josué Guedes Pereira, Bessa",50.0,2.0,1.0,,58035-070
1645,2606819682,320000.0,"Rua José Simões de Araújo, Bessa",63.0,2.0,1.0,,58035-070
1646,2565834179,1290000.0,"Rua Monteiro Lobato, Tambaú",135.0,3.0,,,58045-000
1647,2542546811,150000.0,"Avenida Dom Pedro I, Centro",46.0,,1.0,1.0,58013-130
1648,2635236211,745000.0,"Avenida Antônio Lira, Tambaú",50.0,2.0,1.0,,58039-010
1649,2619892125,400000.0,"Avenida Adolfo Loureiro França, Cabo Branco",55.0,2.0,1.0,,
1650,2563552476,225000.0,"Avenida Júlia Freire, Expedicionários",47.0,,,1.0,
1651,2620037844,310000.0,"Avenida Marechal Hermes da Fonseca, Bessa",70.0,3.0,1.0,,58036-002
1652,2594287967,1450000.0,"Rua Bacharel José de Oliveira Curchatuz, Aeroclube",136.0,3.0,,,58036-460
1653,2560673315,330000.0,"Rua Bancário Sérgio Guerra, Anatólia",74.0,3.0,1.0,,58052-170
1654,2599174654,420000.0,"Avenida Presidente Café Filho, Bessa",58.0,2.0,1.0,,58035-200
1655,2618067693,250000.0,"Avenida Nabuco de Assis, Expedicionários",60.0,2.0,1.0,,
1656,2607517775,217900.0,"Rua Bancário Antônio Jacinto de Souza, Bancários",63.0,3.0,1.0,,58052-170
1657,2562223391,160000.0,"João Paulo II, João Pessoa",70.0,2.0,1.0,,
1658,2621247893,350000.0,"Rua Sidney Clemente Dore, Tambaú",55.0,2.0,1.0,,58039-230
1659,2636012772,748000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",68.0,2.0,1.0,,58037-050
1660,2611376427,230000.0,"Rua Julieta Marinho Marsicano, Bessa",66.0,3.0,2.0,,58102-337
1661,2567176080,135000.0,"Gramame, João Pessoa",53.0,2.0,1.0,,
1662,2623915131,781280.0,"Altiplano Cabo Branco, João Pessoa",92.0,3.0,2.0,,
1663,2628409383,330000.0,"Rua Juiz Domingues Porto, Cruz das Armas",190.0,4.0,,,
1664,2611806820,600000.0,"Avenida Amazonas, Estados",100.0,3.0,,,69305-420
1665,2630443268,700000.0,"Avenida Acre, Estados",360.0,4.0,,,58030-330
1666,2624576099,550000.0,"Rua Oceano Atlântico, Jardim Oceania",66.0,2.0,1.0,,58037-700
1667,2638284658,550000.0,"Tambaú, João Pessoa",103.0,3.0,,,
1668,2632912855,298990.0,"Avenida Presidente Epitácio Pessoa, Pedro Gondim",83.0,3.0,1.0,,
1669,2623951029,1646000.0,"Avenida João Cirilo da Silva, Altiplano Cabo Branco",204.0,4.0,,,
1670,2595430757,1200000.0,"Rua Aderbal Maia Paiva, Portal do Sol",180.0,3.0,,,58046-010
1671,2611729490,355000.0,"Rua da Imbiribeira, Bancários",74.0,3.0,2.0,,
1672,2553504316,863422.0,"Jardim Oceania, João Pessoa",77.0,2.0,1.0,,
1673,2632790336,160000.0,"José Américo de Almeida, João Pessoa",54.0,2.0,,1.0,58071-000
1674,2627731608,160000.0,"Rua Coronel Joca Velho, Alto do Mateus",78.0,3.0,1.0,,58090-220
1675,2555929937,400000.0,"Rua Juvenal Mário da Silva, Manaíra",60.0,1.0,,2.0,58038-142
1676,2637404646,313100.0,"Rua Maria das Neves Cardoso de Souza, Bessa",72.0,3.0,1.0,,58035-170
1677,2558551443,199000.0,"Rua Deputado José Mariz, Tambauzinho",27.0,1.0,,1.0,58042-006
1678,2632502361,142900.0,"Rua João Lalis da Silva Pinto, Ernani Sátiro",42.0,2.0,1.0,,
1679,2631388170,269990.0,"Avenida Maria Rosa, Manaíra",67.0,2.0,1.0,,58038-342
1680,2612549373,460000.0,"Avenida Pombal, Manaíra",90.0,3.0,1.0,,58038-242
1681,2634378622,379500.0,"Rua Irenaldo de Albuquerque Chaves, Aeroclube",50.0,2.0,1.0,,58036-440
1682,2630064570,262130.0,"Cabo Branco, João Pessoa",17.0,1.0,,1.0,
1683,2626420161,880000.0,"Rua da Aurora, Miramar",167.0,4.0,,,58043-270
1684,2625880243,290000.0,"Avenida Campos Sales, Bessa",50.0,2.0,1.0,,58035-070
1685,2625868067,699000.0,"Bancários, João Pessoa",126.0,3.0,,,
1686,2584416485,140000.0,"Avenida Miguel Couto, Centro",14.0,,,1.0,84172-555
1687,2593316828,550000.0,"Rua José Alves de Lima, Tambauzinho",149.0,2.0,,,
1688,2567174737,170000.0,"Planalto Boa Esperança, João Pessoa",59.0,2.0,1.0,,58065-081
1689,2592776709,1250000.0,"Avenida Hilton Souto Maior, Portal do Sol",250.0,3.0,,,58052-287
1690,2628336056,223000.0,"Rua Roberto Paulo Moreira Coutinho, Portal do Sol",55.0,3.0,1.0,,58052-287
1691,2628857779,650000.0,"Avenida Manoel Cavalcanti de Souza, Cabo Branco",64.0,2.0,2.0,,
1692,2636453319,439000.0,"Avenida Cabo Branco, Cabo Branco",28.0,1.0,1.0,,58045-000
1693,2609527080,269000.0,"Rua José Simões de Araújo, Bessa",33.0,1.0,1.0,,58035-070
1694,2632791586,250000.0,"Portal do Sol, João Pessoa",54.0,2.0,,1.0,
1695,2571239392,520000.0,"Brisamar, João Pessoa",100.0,3.0,,,58032-100
1696,2627260773,155000.0,"Avenida Brasil, Cristo Redentor",155000.0,2.0,,,58070-390
1697,2632036305,415000.0,"Rua Nossa Senhora dos Navegantes, Tambaú",27.0,1.0,,1.0,
1698,2578083394,290000.0,"Rua Othília Barros de Medeiros, Jardim Oceania",54.0,2.0,1.0,,58035-070
1699,85026593,1500000.0,"Avenida Cabo Branco, Cabo Branco",310.0,3.0,,,58045-000
1700,2637357163,230000.0,"Rua Arquiteto Hermenegildo Di Lascio, Tambauzinho",65.0,2.0,1.0,,58041-110
1701,2555596767,445000.0,"Jardim Oceania, João Pessoa",66.0,2.0,2.0,,
1702,2600713701,162000.0,"Avenida Engenheiro Agrônomo Álvaro Ferreira, Cristo Redentor",46.0,2.0,1.0,,58080-150
1703,2637945909,172140.0,"Avenida Desembargador Santos Estanislau, Oitizeiro",64.0,3.0,1.0,,58087-110
1704,2602306481,900000.0,"Avenida Cabo Branco, Cabo Branco",67.0,2.0,1.0,,58045-000
1705,2573777253,399000.0,"Jardim Oceania, João Pessoa",63.0,2.0,1.0,,
1706,2625769956,3335000.0,"Avenida Adolfo Loureiro França, Cabo Branco",462.0,4.0,,,
1707,2562356287,380000.0,"Rua Antônio Rabelo Júnior, Miramar",42.0,,1.0,1.0,58043-110
1708,2631641541,598240.0,"Avenida Antônio Lira, Tambaú",33.0,1.0,1.0,,58039-010
1709,2623951456,350000.0,"Avenida Maria Rosa, Manaíra",109.0,3.0,,,58038-342
1710,2572772824,220000.0,"Avenida Senador Ruy Carneiro, Miramar",55.0,1.0,,2.0,58032-100
1711,2636235655,2699000.0,"Avenida Governador Antônio da Silva Mariz, Portal do Sol",396.0,4.0,,,58046-005
1712,2630409459,699000.0,"Rua Hermelinda Henriques de Araújo, Bancários",126.0,3.0,,,58051-085
1713,2542545296,320000.0,"Rua Padre Pinto, Expedicionários",62.0,2.0,2.0,,
1714,2618842666,360000.0,"Praça José Tomás de Souza, Jardim Oceania",27.0,1.0,1.0,,
1715,2578753321,240000.0,"Rua Praia de Boa Viagem, José Américo de Almeida",95.0,2.0,1.0,,
1716,2630029598,1170000.0,"Rua Doutor João Franca, Manaíra",250.0,4.0,,,
1717,2624708817,257685.0,"Avenida Presidente José Linhares, Bessa",53.0,2.0,1.0,,
1718,2629070478,159870.0,"Rua Eloy de Medeiros Costa, Jardim Cidade Universitária",41.0,2.0,1.0,,58052-430
1719,2579836514,480000.0,"Bessa, João Pessoa",58.0,2.0,2.0,,
1720,2570017516,599000.0,"Avenida Campos Sales, Bessa",89.0,3.0,1.0,,58035-070
1721,2567175408,130000.0,"Valentina de Figueiredo, João Pessoa",52.0,2.0,1.0,,58063-300
1722,2635236211,745000.0,"Avenida Antônio Lira, Tambaú",50.0,2.0,1.0,,58039-010
1723,2619892125,400000.0,"Avenida Adolfo Loureiro França, Cabo Branco",55.0,2.0,1.0,,
1724,2567176859,158000.0,"Cristo Redentor, João Pessoa",49.0,2.0,1.0,,
1725,2622425220,549000.0,"Rua General Alfredo Floro Cantalice, Bancários",100.0,2.0,,,58051-120
1726,2568647643,440000.0,"Pedro Gondim, João Pessoa",67.0,2.0,,2.0,58031-220
1727,2563552476,225000.0,"Avenida Júlia Freire, Expedicionários",47.0,,,1.0,
1728,2594287967,1450000.0,"Rua Bacharel José de Oliveira Curchatuz, Aeroclube",136.0,3.0,,,58036-460
1729,2562769437,630860.0,"Rua Artur Monteiro Paiva, Bessa",60.0,2.0,1.0,,
1730,2582122899,125000.0,"Vila Antônia Machado, Mandacaru",63.0,2.0,1.0,,58027-773
1731,2591051913,460000.0,"Rua Albertino Alfredo Araújo Filho, Jardim Oceania",72.0,3.0,1.0,,58035-070
1732,2633612654,420000.0,"Rua Paulo Franca Marinho, Miramar",112.0,4.0,,,58032-090
1733,2629760535,375000.0,"Rua Sidney Clemente Dore, Tambaú",28.0,1.0,1.0,,58039-230
1734,2599174654,420000.0,"Avenida Presidente Café Filho, Bessa",58.0,2.0,1.0,,58035-200
1735,2634268764,990000.0,"Rua Oceano Ártico, Jardim Oceania",95.0,3.0,1.0,,58037-700
1736,2631902187,152390.0,"Rua São Miguel Arcanjo, João Paulo II",50.0,2.0,1.0,,58075-690
1737,2629075819,1249460.0,"Avenida José Jardim, Estados",248.0,3.0,,,58030-330
1738,2618936319,382654.0,"Bessa, João Pessoa",105.0,2.0,,,
1739,2621247893,350000.0,"Rua Sidney Clemente Dore, Tambaú",55.0,2.0,1.0,,58039-230
1740,2625284865,449000.0,"Rodovia BR-230, Cabo Branco",83.0,3.0,1.0,,
1741,2615762216,2000000.0,"Rua Tabelião Público Joaquim da Silva Ramos, Altiplano Cabo Branco",450.0,4.0,,,
1742,2636012772,748000.0,"Avenida Governador Argemiro de Figueiredo, Jardim Oceania",68.0,2.0,1.0,,58037-050
